tags,p0_conflict,p0_bad_output,bad_output,total,both_bad_output,model_size,model,response_type,prompt_type
Stereotype,17,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P1
Conspiracy,24,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Controversy,30,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Fact,30,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Fiction,16,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Misconception,43,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Stereotype,18,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P2
Conspiracy,32,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Controversy,21,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Fact,15,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Fiction,14,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Misconception,39,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Stereotype,20,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,3_options,P3
Conspiracy,56,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Controversy,20,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Fact,5,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Fiction,10,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Misconception,15,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Stereotype,6,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P1
Conspiracy,93,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Controversy,50,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Fact,9,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Fiction,44,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Misconception,38,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Stereotype,25,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P2
Conspiracy,108,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Controversy,34,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Fact,15,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Fiction,4,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Misconception,26,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Stereotype,43,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options,P3
Conspiracy,56,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Controversy,20,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Fact,5,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Fiction,10,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Misconception,15,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Stereotype,6,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P1
Conspiracy,93,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Controversy,50,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Fact,9,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Fiction,44,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Misconception,38,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Stereotype,25,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P2
Conspiracy,108,0,0,263,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Controversy,34,0,0,173,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Fact,15,0,0,142,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Fiction,4,0,0,83,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Misconception,26,0,0,102,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Stereotype,43,0,0,122,0,small,mistralai--Mistral-7B-Instruct-v0.1,4_options/option_probs,P3
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Controversy,3,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Fiction,2,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P1
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Controversy,3,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Fiction,2,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P2
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Controversy,3,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Fiction,2,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,2_options,P3
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P1
Conspiracy,3,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Controversy,4,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Fact,1,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Fiction,1,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P2
Conspiracy,3,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,3_options,P3
Conspiracy,2,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Stereotype,1,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P1
Conspiracy,2,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Controversy,3,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Fact,1,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Stereotype,1,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P2
Conspiracy,1,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Stereotype,1,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options,P3
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Fact,0,0,0,142,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,EleutherAI--pythia-6.9b-deduped,4_options/option_probs,P3
Conspiracy,23,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Controversy,31,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Fact,21,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Fiction,11,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Misconception,5,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Stereotype,22,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P1
Conspiracy,59,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Controversy,39,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Fact,36,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Fiction,16,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Misconception,18,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Stereotype,23,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P2
Conspiracy,122,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Controversy,72,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Fact,41,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Fiction,50,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Misconception,53,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Stereotype,56,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,2_options,P3
Conspiracy,4,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Controversy,5,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Fact,4,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Fiction,0,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Misconception,2,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P1
Conspiracy,5,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Controversy,4,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Fact,5,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Fiction,1,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Misconception,2,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P2
Conspiracy,16,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Controversy,10,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Fact,28,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Fiction,3,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Misconception,4,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,3_options,P3
Conspiracy,29,39,32,263,21,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Controversy,18,33,21,173,18,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Fact,35,47,20,142,16,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Fiction,8,19,13,83,12,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Misconception,10,19,13,102,11,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Stereotype,3,3,2,122,1,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P1
Conspiracy,39,39,12,263,6,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Controversy,31,33,6,173,4,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Fact,43,47,4,142,4,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Fiction,16,19,5,83,4,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Misconception,20,19,3,102,1,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Stereotype,3,3,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P2
Conspiracy,72,39,77,263,22,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Controversy,38,33,39,173,17,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Fact,50,47,65,142,31,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Fiction,31,19,32,83,10,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Misconception,50,19,59,102,14,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Stereotype,6,3,9,122,3,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options,P3
Conspiracy,0,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Fact,1,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Fact,0,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Fact,0,0,0,142,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,togethercomputer--RedPajama-INCITE-7B-Instruct,4_options/option_probs,P3
Conspiracy,38,26,29,263,21,small,mosaicml--mpt-7b-instruct,2_options,P1
Controversy,31,16,25,173,11,small,mosaicml--mpt-7b-instruct,2_options,P1
Fact,2,0,0,142,0,small,mosaicml--mpt-7b-instruct,2_options,P1
Fiction,14,3,5,83,3,small,mosaicml--mpt-7b-instruct,2_options,P1
Misconception,16,2,5,102,2,small,mosaicml--mpt-7b-instruct,2_options,P1
Stereotype,27,23,38,122,23,small,mosaicml--mpt-7b-instruct,2_options,P1
Conspiracy,227,26,248,263,26,small,mosaicml--mpt-7b-instruct,2_options,P2
Controversy,157,16,165,173,15,small,mosaicml--mpt-7b-instruct,2_options,P2
Fact,142,0,138,142,0,small,mosaicml--mpt-7b-instruct,2_options,P2
Fiction,78,3,73,83,3,small,mosaicml--mpt-7b-instruct,2_options,P2
Misconception,100,2,95,102,2,small,mosaicml--mpt-7b-instruct,2_options,P2
Stereotype,96,23,115,122,23,small,mosaicml--mpt-7b-instruct,2_options,P2
Conspiracy,236,26,262,263,26,small,mosaicml--mpt-7b-instruct,2_options,P3
Controversy,142,16,158,173,16,small,mosaicml--mpt-7b-instruct,2_options,P3
Fact,88,0,88,142,0,small,mosaicml--mpt-7b-instruct,2_options,P3
Fiction,78,3,80,83,3,small,mosaicml--mpt-7b-instruct,2_options,P3
Misconception,90,2,92,102,2,small,mosaicml--mpt-7b-instruct,2_options,P3
Stereotype,96,23,115,122,23,small,mosaicml--mpt-7b-instruct,2_options,P3
Conspiracy,56,12,17,263,9,small,mosaicml--mpt-7b-instruct,3_options,P1
Controversy,41,31,36,173,25,small,mosaicml--mpt-7b-instruct,3_options,P1
Fact,17,8,12,142,8,small,mosaicml--mpt-7b-instruct,3_options,P1
Fiction,17,2,2,83,1,small,mosaicml--mpt-7b-instruct,3_options,P1
Misconception,23,7,9,102,6,small,mosaicml--mpt-7b-instruct,3_options,P1
Stereotype,29,27,27,122,23,small,mosaicml--mpt-7b-instruct,3_options,P1
Conspiracy,244,12,234,263,10,small,mosaicml--mpt-7b-instruct,3_options,P2
Controversy,137,31,153,173,28,small,mosaicml--mpt-7b-instruct,3_options,P2
Fact,131,8,131,142,7,small,mosaicml--mpt-7b-instruct,3_options,P2
Fiction,78,2,74,83,1,small,mosaicml--mpt-7b-instruct,3_options,P2
Misconception,91,7,88,102,6,small,mosaicml--mpt-7b-instruct,3_options,P2
Stereotype,95,27,97,122,22,small,mosaicml--mpt-7b-instruct,3_options,P2
Conspiracy,250,12,253,263,11,small,mosaicml--mpt-7b-instruct,3_options,P3
Controversy,139,31,169,173,31,small,mosaicml--mpt-7b-instruct,3_options,P3
Fact,131,8,139,142,8,small,mosaicml--mpt-7b-instruct,3_options,P3
Fiction,81,2,82,83,2,small,mosaicml--mpt-7b-instruct,3_options,P3
Misconception,94,7,99,102,7,small,mosaicml--mpt-7b-instruct,3_options,P3
Stereotype,94,27,121,122,27,small,mosaicml--mpt-7b-instruct,3_options,P3
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options,P1
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options,P2
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options,P3
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Fact,0,0,0,142,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,mosaicml--mpt-7b-instruct,4_options/option_probs,P3
Conspiracy,25,0,0,263,0,small,facebook--opt-iml-max-1.3b,2_options,P1
